Title,Price_EUR_per_month,Neighbourhood,Person,Number_of_rooms,Square_meters,Exterior_interior,Floor,Lift,Garage,Basic_characteristics
Alquiler de Piso en paseo de Joan de Borbó,1250.0,"La Barceloneta, Barcelona",Profesional,1.0,59.0,exterior,5.0,0.0,,"59 m² construidos, 54 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur, oeste
Construido en 1925
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en rambla La,12800.0,"El Gòtic, Barcelona",Profesional,9.0,200.0,exterior,1.0,1.0,,"200 m² construidos
9 habitaciones
9 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación norte, este, oeste
Construido en 1875
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en calle del Notariat,2310.0,"El Raval, Barcelona",Profesional,2.0,75.0,exterior,4.0,1.0,,"75 m² construidos
2 habitaciones
1 baño
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción central: Gas"
Alquiler de Piso en calle de la Reina Cristina,2380.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,75.0,exterior,4.0,1.0,,"75 m² construidos
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción central: Gas"
Alquiler de Piso en calle del Notariat,2050.0,"El Raval, Barcelona",Profesional,2.0,65.0,exterior,2.0,1.0,,"65 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación este
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle del Notariat,2310.0,"El Raval, Barcelona",Profesional,2.0,75.0,exterior,4.0,1.0,,"75 m² construidos
2 habitaciones
1 baño
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción central: Gas"
Alquiler de Piso en calle de la Reina Cristina,2380.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,75.0,exterior,4.0,1.0,,"75 m² construidos
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción central: Gas"
Alquiler de Piso en calle d'en Gignàs,1500.0,"El Gòtic, Barcelona",Profesional,1.0,60.0,exterior,3.0,1.0,,"60 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción central: Gas"
Alquiler de Piso en calle de la Reina Cristina,2160.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,65.0,exterior,3.0,1.0,,"65 m² construidos
1 habitación
1 baño
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción central: Gas"
Alquiler de Piso en calle de la Reina Amàlia,1500.0,"El Raval, Barcelona",Profesional,2.0,50.0,,,0.0,,"50 m² construidos
2 habitaciones
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Piso en calle del Portal Nou,999.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,20.0,,,0.0,,"20 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
"Alquiler de Piso en de la paloma, 5",1450.0,"El Raval, Barcelona",Profesional,2.0,62.0,exterior,3.0,1.0,,"62 m² construidos, 60 m² útiles
2 habitaciones
2 baños
Segunda mano/buen estado
Orientación este
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en Placeta d'Anna Murìa,1820.0,"El Raval, Barcelona",Profesional,2.0,70.0,exterior,3.0,1.0,Garage optional,"70 m² construidos, 65 m² útiles
2 habitaciones
2 baños
Plaza de garaje por 120 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación este
Construido en 2023
Amueblado y cocina equipada
Calefacción individual"
"Alquiler de Piso en calle d'En Boquer, 9",1390.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,67.0,exterior,Entreplanta,0.0,,"67 m² construidos, 66 m² útiles
2 habitaciones
1 baño
Terraza y balcón
Segunda mano/buen estado
Amueblado y cocina equipada"
"Alquiler de Piso en calle de Guifré, 1",1000.0,"El Raval, Barcelona",Profesional,1.0,38.0,exterior,4.0,0.0,,"38 m² construidos, 37 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
"Alquiler de Piso en via Laietana, 9",1990.0,"El Gòtic, Barcelona",Profesional,2.0,130.0,exterior,3.0,1.0,,"130 m² construidos, 129 m² útiles
2 habitaciones
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Piso en calle de l'Argenteria, 66",1495.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,53.0,exterior,2.0,0.0,,"53 m² construidos, 52 m² útiles
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Ático en avenida del Marquès de l'Argentera,2800.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,130.0,exterior,4.0,1.0,,"130 m² construidos, 95 m² útiles
2 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Construido en 1880
Amueblado y cocina equipada
Calefacción individual"
"Alquiler de Piso en calle del Doctor Dou, 5",1650.0,"El Raval, Barcelona",Profesional,2.0,70.0,interior,3.0,0.0,,"70 m² construidos, 69 m² útiles
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Estudio en calle de les Basses de Sant Pere,1200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,,22.0,,,0.0,,"22 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Estudio en calle del Portal Nou,1300.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,,30.0,,,0.0,,"30 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
"Alquiler de Piso en calle de Milans, 5",2590.0,"El Gòtic, Barcelona",Profesional,4.0,150.0,exterior,2.0,1.0,,"150 m² construidos, 149 m² útiles
4 habitaciones
3 baños
Terraza
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Estudio en calle de la Dagueria,1300.0,"El Gòtic, Barcelona",Profesional,,15.0,,,0.0,,"15 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
"Alquiler de Piso en calle de Sant Bertran, 8",1650.0,"El Raval, Barcelona",Profesional,1.0,40.0,exterior,2.0,1.0,,"40 m² construidos, 39 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
"Alquiler de Piso en calle de Joaquín Costa, 10",1850.0,"El Raval, Barcelona",Profesional,3.0,125.0,exterior,Entreplanta,0.0,,"125 m² construidos, 124 m² útiles
3 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Amueblado y cocina equipada"
"Alquiler de Piso en calle de Gravina, 8",3100.0,"El Raval, Barcelona",Profesional,2.0,87.0,exterior,1.0,1.0,,"87 m² construidos, 82 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en plaza de la Vila de Madrid,1800.0,"El Gòtic, Barcelona",Profesional,3.0,85.0,exterior,6.0,1.0,,"85 m² construidos, 80 m² útiles
3 habitaciones
1 baño
Segunda mano/buen estado
Armarios empotrados
Construido en 1964
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de Joaquín Costa,1000.0,"El Raval, Barcelona",Profesional,2.0,45.0,,,1.0,,"45 m² construidos
2 habitaciones
1 baño
Segunda mano/buen estado"
"Alquiler de Piso en calle d'en Rauric, 20",1150.0,"El Gòtic, Barcelona",Profesional,1.0,43.0,interior,4.0,0.0,,"43 m² construidos, 42 m² útiles
1 habitación
1 baño
Terraza
Segunda mano/buen estado
Amueblado y cocina equipada"
"Alquiler de Piso en Passatge Mercantil, 2",2390.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,113.0,exterior,Entreplanta,1.0,,"113 m² construidos, 112 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en calle de Joaquín Costa, 49",1290.0,"El Raval, Barcelona",Profesional,1.0,50.0,exterior,1.0,1.0,,"50 m² construidos, 49 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
"Alquiler de Piso en calle de la Paloma, 5",1450.0,"El Raval, Barcelona",Profesional,2.0,62.0,exterior,3.0,1.0,,"62 m² construidos, 61 m² útiles
2 habitaciones
2 baños
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Estudio en calle del Portal Nou,1100.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,,20.0,,,0.0,,"20 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
"Alquiler de Piso en Joan de Borbò, 69",1675.0,"La Barceloneta, Barcelona",Profesional,2.0,65.0,exterior,6.0,1.0,,"65 m² construidos, 64 m² útiles
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en de la paloma, 5",1450.0,"El Raval, Barcelona",Profesional,2.0,62.0,exterior,3.0,1.0,,"62 m² construidos, 60 m² útiles
2 habitaciones
2 baños
Segunda mano/buen estado
Orientación este
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de la Reina Amàlia,1700.0,"El Raval, Barcelona",Profesional,2.0,70.0,exterior,3.0,1.0,,"70 m² construidos, 55 m² útiles
2 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Orientación sur
Construido en 2020
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en Gravina,3300.0,"El Raval, Barcelona",Profesional,3.0,96.0,exterior,1.0,1.0,,"96 m² construidos, 92 m² útiles
3 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1940
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en Pla de Palau,5200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,160.0,exterior,2.0,1.0,Garage optional,"160 m² construidos
3 habitaciones
2 baños
Terraza y balcón
Plaza de garaje por 290 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle de la Reina Amàlia,1700.0,"El Raval, Barcelona",Profesional,2.0,70.0,exterior,3.0,1.0,,"70 m² construidos, 55 m² útiles
2 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación este
Construido en 2020
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en Gravina,2990.0,"El Raval, Barcelona",Profesional,2.0,80.0,exterior,2.0,1.0,,"80 m² construidos, 71 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Piso en Hospital, 105",1800.0,"El Raval, Barcelona",Profesional,2.0,50.0,exterior,3.0,0.0,,"50 m² construidos, 49 m² útiles
2 habitaciones
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
No dispone de calefacción"
Alquiler de Piso en plaza de Pau Vila,4900.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,160.0,exterior,2.0,1.0,Garage optional,"160 m² construidos
3 habitaciones
2 baños
Terraza y balcón
Plaza de garaje por 260 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Amueblado y cocina equipada
Calefacción central: Gas"
Alquiler de Piso en calle d'en Xuclà,2700.0,"El Raval, Barcelona",Profesional,1.0,55.0,exterior,1.0,1.0,,"55 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en calle de les Jonqueres, 20",2500.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,116.0,interior,1.0,1.0,,"116 m² construidos, 95 m² útiles
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Orientación sur
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en calle del Doctor Giné i Partagàs,1000.0,"La Barceloneta, Barcelona",Profesional,1.0,36.0,interior,,0.0,,"36 m² construidos, 34 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Cocina sin equipar y casa sin amueblar"
Alquiler de Estudio en calle de Ferran,1125.0,"El Gòtic, Barcelona",Profesional,,45.0,exterior,1.0,0.0,,"45 m² construidos
Sin habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle Passatge d'Elisabets,2750.0,"El Raval, Barcelona",Profesional,1.0,60.0,exterior,1.0,1.0,,"60 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle dels Flassaders,1600.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,69.0,exterior,2.0,0.0,,"69 m² construidos
1 habitación
1 baño
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación norte, sur, oeste
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle d'en Xuclà,3200.0,"El Raval, Barcelona",Profesional,2.0,65.0,exterior,2.0,1.0,,"65 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en lluna, 3",1885.0,"El Raval, Barcelona",Profesional,2.0,55.0,exterior,1.0,0.0,,"55 m² construidos, 54 m² útiles
2 habitaciones
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en calle de Vinaròs, 11",1050.0,"La Barceloneta, Barcelona",Profesional,1.0,37.0,exterior,3.0,0.0,,"37 m² construidos, 34 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Orientación sur
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle del Príncep de Viana,2050.0,"El Raval, Barcelona",Profesional,2.0,65.0,exterior,1.0,1.0,,"65 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Orientación sur
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en Baixada de Sant Miquel,4400.0,"El Gòtic, Barcelona",Profesional,2.0,198.0,exterior,2.0,1.0,,"198 m² construidos
2 habitaciones
3 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Construido en 1910
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en plaza de Pau Vila,5800.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,160.0,exterior,4.0,1.0,Garage optional,"160 m² construidos
3 habitaciones
2 baños
Balcón
Plaza de garaje por 185 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de la Reina Amàlia,2000.0,"El Raval, Barcelona",Profesional,2.0,80.0,exterior,Bajo,1.0,Garage optional,"80 m² construidos, 64 m² útiles
2 habitaciones
2 baños
Terraza
Plaza de garaje por 150 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Orientación este
Construido en 2021
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle de la Paloma,900.0,"El Raval, Barcelona",Profesional,1.0,34.0,interior,Entreplanta,0.0,,"34 m² construidos, 30 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Orientación oeste
Construido en 1936
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en Baixada de Sant Miquel,4400.0,"El Gòtic, Barcelona",Profesional,2.0,160.0,exterior,2.0,1.0,,"160 m² construidos, 145 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de Guítert,920.0,"La Barceloneta, Barcelona",Profesional,1.0,30.0,exterior,4.0,0.0,,"30 m² construidos, 28 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Orientación este
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en Isabel II,5000.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,120.0,exterior,4.0,1.0,Garage optional,"120 m² construidos
3 habitaciones
2 baños
Plaza de garaje por 280 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en rambla La Rambla,1900.0,"El Gòtic, Barcelona",Profesional,2.0,72.0,interior,1.0,1.0,,"72 m² construidos
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
Alquiler de Piso en plaza de Sant Josep Oriol,2550.0,"El Gòtic, Barcelona",Profesional,2.0,103.0,exterior,2.0,1.0,,"103 m² construidos
2 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Construido en 1910
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de Sant Pere Més Baix,2500.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,75.0,exterior,5.0,1.0,,"75 m² construidos
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de Gravina,3300.0,"El Raval, Barcelona",Profesional,2.0,87.0,exterior,2.0,1.0,,"87 m² construidos
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1890
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,2750.0,"Ciutat Vella, Barcelona",Profesional,3.0,163.0,exterior,1.0,0.0,,"163 m² construidos, 152 m² útiles
3 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Orientación este, oeste
Construido en 1880
Cocina sin equipar y casa sin amueblar
Calefacción individual: Gas natural"
"Alquiler de Piso en paseo d'Isabel II, 4",2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,55.0,exterior,Entreplanta,0.0,,"55 m² construidos
1 habitación
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Dúplex en calle Ample,2400.0,"El Gòtic, Barcelona",Profesional,1.0,85.0,exterior,4.0,0.0,,"85 m² construidos, 45 m² útiles
1 habitación
1 baño
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este, oeste
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle d'en Gignàs,1800.0,"El Gòtic, Barcelona",Profesional,1.0,65.0,exterior,4.0,1.0,,"65 m² construidos
1 habitación
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,2750.0,"Ciutat Vella, Barcelona",Profesional,3.0,163.0,exterior,1.0,0.0,,"163 m² construidos, 152 m² útiles
3 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Orientación este, oeste
Construido en 1880
Cocina sin equipar y casa sin amueblar
Calefacción individual: Gas natural"
Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,2200.0,"Ciutat Vella, Barcelona",Profesional,2.0,78.0,exterior,1.0,1.0,Garage optional,"78 m² construidos, 64 m² útiles
2 habitaciones
2 baños
Plaza de garaje por 180 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Construido en 2009
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle d'en Gignàs,1800.0,"El Gòtic, Barcelona",Profesional,1.0,70.0,exterior,1.0,1.0,,"70 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en El Raval,1800.0,"Ciutat Vella, Barcelona",Profesional,1.0,43.0,exterior,3.0,1.0,,"43 m² construidos, 33 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Orientación sur, oeste
Construido en 2004
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en El Gòtic,11000.0,"Ciutat Vella, Barcelona",Profesional,3.0,125.0,exterior,1.0,0.0,,"125 m² construidos, 120 m² útiles
3 habitaciones
2 baños
Segunda mano/buen estado
Orientación sur
Construido en 1850
Cocina sin equipar y casa sin amueblar
Calefacción central"
"Alquiler de Piso en rambla La Rambla, 67",4500.0,"El Raval, Barcelona",Profesional,3.0,105.0,exterior,2.0,1.0,,"105 m² construidos
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en calle de Berenguer Mallol,1295.0,"La Barceloneta, Barcelona",Profesional,1.0,45.0,,,0.0,,"45 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Ático en El Gòtic,25000.0,"Ciutat Vella, Barcelona",Profesional,3.0,228.0,exterior,3.0,0.0,,"228 m² construidos, 225 m² útiles
3 habitaciones
4 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1850
Cocina equipada y casa sin amueblar
Calefacción central"
"Alquiler de Piso en calle de la Riera Baixa, 20",1200.0,"El Raval, Barcelona",Particular,2.0,55.0,exterior,3.0,0.0,,"55 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
Alquiler de Piso en calle dels Mariners,1100.0,"La Barceloneta, Barcelona",Profesional,1.0,35.0,exterior,4.0,0.0,,"35 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación este
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Estudio en calle de Sant Miquel, 110",1500.0,"La Barceloneta, Barcelona",Profesional,,35.0,exterior,2.0,0.0,,"35 m² construidos, 33 m² útiles
Sin habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en via Laietana,2700.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,88.0,exterior,3.0,1.0,Garage optional,"88 m² construidos, 70 m² útiles
2 habitaciones
2 baños
Plaza de garaje por 190 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Orientación este
Construido en 1934
Amueblado y cocina equipada
Calefacción central"
"Alquiler de Dúplex en calle del Marquès de la Mina, 13",1300.0,"La Barceloneta, Barcelona",Profesional,1.0,70.0,exterior,Bajo,0.0,,"70 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
"Alquiler de Piso en calle del Mar, 129",1495.0,"La Barceloneta, Barcelona",Profesional,1.0,32.0,exterior,Entreplanta,0.0,,"32 m² construidos, 31 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Orientación sur
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
"Alquiler de Piso en calle de Ferlandina, 22",1490.0,"El Raval, Barcelona",Profesional,2.0,52.0,exterior,4.0,0.0,,"52 m² construidos, 51 m² útiles
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada"
"Alquiler de Piso en calle de Sant Gil, 18",1390.0,"El Raval, Barcelona",Profesional,1.0,34.0,exterior,3.0,0.0,,"34 m² construidos, 33 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual"
"Alquiler de Piso en calle del Doctor Aiguader, 7",2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,90.0,exterior,1.0,1.0,,"90 m² construidos
2 habitaciones
2 baños
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Construido en 2009
Amueblado y cocina equipada
Calefacción individual"
"Alquiler de Piso en marques de la mina, 3",1200.0,"La Barceloneta, Barcelona",Profesional,1.0,45.0,exterior,3.0,0.0,,"45 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
"Alquiler de Piso en calle de Sant Bertran, 8",1650.0,"El Raval, Barcelona",Profesional,1.0,41.0,exterior,2.0,1.0,,"41 m² construidos, 40 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada"
"Alquiler de Piso en calle de Sant Bertran, 8",1650.0,"El Raval, Barcelona",Profesional,1.0,41.0,exterior,1.0,1.0,,"41 m² construidos, 40 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
"Alquiler de Piso en calle de Sant Bertran, 8",1650.0,"El Raval, Barcelona",Profesional,1.0,41.0,exterior,2.0,1.0,,"41 m² construidos, 40 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Piso en El Gòtic,2495.0,"Ciutat Vella, Barcelona",Profesional,3.0,100.0,exterior,3.0,1.0,,"100 m² construidos
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en Cerrer Sevilla,975.0,"La Barceloneta, Barcelona",Profesional,1.0,33.0,exterior,Bajo,0.0,,"33 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Orientación oeste
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
"Alquiler de Piso en calle de Sant Bertran, 8",1650.0,"El Raval, Barcelona",Profesional,1.0,41.0,exterior,2.0,1.0,,"41 m² construidos, 40 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Ático en calle de Sant Pere Més Alt,1400.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,50.0,,4.0,,,"50 m² construidos, 45 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle merce,1550.0,"El Gòtic, Barcelona",Profesional,1.0,40.0,exterior,2.0,1.0,,"40 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación norte
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en tallers, 6",1400.0,"El Raval, Barcelona",Profesional,1.0,65.0,exterior,4.0,1.0,,"65 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
